,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Rating,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,Population_Estimate,,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
160,Matagorda,36643,18425,18218,37.8,0.255574052,0.324072811,0.108151625,0.137788936,0.174412575,0.49717545,0.50282455,Texas,566,5,561,1544.633354,0.883392226,48321,6,6/5S,0,1,0,0,0,1,0,0,30644,4124,496,706,46,627,0.836285239,0.11254537,0.01353601,0.019266981,0.001255356,0.017111044,3,0,0,0,1,0,0,0,40596,48830,18.4,77.7,15.2,7.2,1092.9,63.58,36.42,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,6377,186,147,36643,0.18036187,6609,0.174030511,0.015446334,0.000136452,33.52822765
161,Maverick,58722,29442,29280,29.8,0.309509213,0.371666496,0.109992848,0.089574606,0.119256837,0.498620619,0.501379381,Texas,1440,26,1414,2452.232553,1.805555556,48323,8,8,0,1,0,0,0,1,0,0,56474,418,1053,417,21,339,0.961717925,0.007118286,0.017931951,0.007101257,0.000357617,0.005772964,3,0,0,0,1,0,0,0,30505,35594,25.9,58.7,11.7,9.3,1279.5,90.74,9.26,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,15506,128,55,58722,0.229913831,13501,0.264057764,0.024522326,0.000442764,45.89449004
162,Medina,51584,26629,24955,39.4,0.228927574,0.336383375,0.12874147,0.136185639,0.169761942,0.483774038,0.516225962,Texas,546,8,538,1058.467742,1.465201465,48325,8,8,1,0,0,1,0,0,0,0,48138,1604,527,454,96,765,0.93319634,0.031094913,0.010216346,0.008801179,0.001861042,0.01483018,2,0,0,0,0,0,1,0,39403,59304,12.3,82.5,19.4,3.8,1325.4,38.44,61.56,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,6578,128,55,51584,0.130214795,6717,0.127520161,0.010584677,0.000155087,38.91957145
163,Menard,2138,1066,1072,53.8,0.180542563,0.229186155,0.100561272,0.162768943,0.326941066,0.501403181,0.498596819,Texas,16,0,16,748.362956,0,48327,9,10-Sep,0,1,0,0,0,0,1,0,2033,37,36,4,0,28,0.950888681,0.017305893,0.016838167,0.001870907,0,0.013096352,6,0,1,0,0,0,0,0,35311,35881,21.6,78.9,15.1,4.8,902,0,100,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,266,47,19,2138,0.175397568,375,0.124415341,0.00748363,0,2.370288248
164,Midland,176832,89761,87071,32.1,0.285604415,0.406040762,0.101237333,0.102849032,0.104268458,0.492393911,0.507606089,Texas,1805,33,1772,1020.742852,1.828254848,48329,9,10-Sep,1,0,0,0,0,0,0,1,155319,12205,2070,4012,216,3010,0.878342155,0.069020313,0.011706026,0.022688201,0.001221498,0.017021806,1,0,0,0,0,0,0,1,124455,80189,10.1,83.4,26.2,3,900.4,87.71,12.29,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,15418,47,19,176832,0.165269861,29225,0.087190101,0.010207429,0.000186618,196.3927143
165,Milam,24823,12255,12568,42.3,0.237602224,0.293115256,0.116424284,0.141562261,0.211295976,0.506304637,0.493695363,Texas,273,2,271,1099.786488,0.732600733,48331,7,7,0,1,0,0,0,0,1,0,21459,2359,328,241,17,419,0.864480522,0.095032832,0.013213552,0.009708738,0.000684849,0.016879507,3,0,0,0,1,0,0,0,36135,46720,15.6,80.3,15.7,5,1016.7,43.82,56.18,L,Central_Texas_RAC_L,490708,1006,233,10,136,0.002050099,0.000474824,2.04E-05,0.000277151,3953,87,45,24823,0.161261733,4003,0.159247472,0.010997865,8.06E-05,24.41526507
166,Mills,4873,2436,2437,49.8,0.204186333,0.245023599,0.114303304,0.145906013,0.290580751,0.500102606,0.499897394,Texas,13,0,13,266.7761133,0,48333,7,7,0,1,0,0,0,0,1,0,4685,57,49,20,1,61,0.96142007,0.011697107,0.010055407,0.004104248,0.000205212,0.012517956,6,0,1,0,0,0,0,0,37153,47068,14.6,83.1,22.8,3.5,748.2,0,100,L,Central_Texas_RAC_L,490708,1006,233,10,136,0.002050099,0.000474824,2.04E-05,0.000277151,594,87,45,4873,0.185306793,903,0.121896163,0.002667761,0,6.512964448
167,Mitchell,8545,5176,3369,35.3,0.206319485,0.42621416,0.119836161,0.100292569,0.147337624,0.394265652,0.605734348,Texas,41,0,41,479.812756,0,48335,2,3-Feb,0,1,0,0,0,0,1,0,7075,1023,153,65,12,217,0.827969573,0.119719134,0.017905208,0.007606788,0.00140433,0.025394968,6,0,1,0,0,0,0,0,31913,48529,21.4,74.8,11.1,5.5,911.1,63.26,36.74,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,1039,261,152,8545,0.138560562,1184,0.121591574,0.004798128,0,9.378772912
168,Montague,19818,9735,10083,43.9,0.224492885,0.287415481,0.120799273,0.143051771,0.224240589,0.508779897,0.491220103,Texas,45,1,44,227.0663034,2.222222222,48337,2,3-Feb,0,1,0,0,0,0,1,0,18913,167,274,97,13,354,0.954334443,0.008426683,0.013825815,0.00489454,0.000655969,0.017862549,3,0,0,0,1,0,0,0,42074,50542,13.8,82.1,14.8,4,930.9,41.06,58.94,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,2501,261,152,19818,0.180139267,3570,0.126198405,0.002270663,5.05E-05,21.28907509
169,Montgomery,607391,300569,306822,37.1,0.260853388,0.347398957,0.13400429,0.123633705,0.134109659,0.505147426,0.494852574,Texas,5597,53,5544,921.4822083,0.946935858,48339,6,6/5S,1,0,0,1,0,0,0,0,533645,35538,5925,19784,733,11766,0.878585623,0.058509263,0.009754837,0.032572099,0.001206801,0.019371377,1,0,0,0,0,0,0,1,63605,77598,9.3,86.8,33,4.3,1042.3,77.27,22.73,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,58198,186,147,607391,0.140642519,85425,0.095816369,0.009214822,8.73E-05,582.7410534
170,Moore,20940,10861,10079,31.6,0.317574021,0.356017192,0.109360076,0.103772684,0.113276027,0.481327603,0.518672397,Texas,978,15,963,4670.487106,1.533742331,48341,1,1,0,1,0,0,0,1,0,0,18041,885,370,1305,48,291,0.861556829,0.04226361,0.017669532,0.062320917,0.002292264,0.013896848,3,0,0,0,1,0,0,0,41275,53785,12.2,63.9,13.5,2.9,899.7,83.19,16.81,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,2596,50,23,20940,0.25921681,5428,0.123973257,0.046704871,0.000716332,23.27442481
171,Morris,12388,5947,6441,42.7,0.230626413,0.294962867,0.111478851,0.142557314,0.220374556,0.51993865,0.48006135,Texas,77,0,77,621.5692606,0,48343,4,4/5N,0,1,0,0,0,0,1,0,9011,2756,171,83,16,351,0.727397481,0.222473361,0.013803681,0.006700032,0.001291572,0.028333871,2,0,0,0,0,0,1,0,43421,41418,20.2,86.9,16.5,8.6,252,21.58,78.42,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.007547681,0.002535406,0.000373177,0.000230491,2319,101,22,12388,0.131982564,1635,0.187197288,0.006215693,0,49.15873016
172,Motley,1200,612,588,49.2,0.1975,0.249166667,0.099166667,0.1475,0.306666667,0.49,0.51,Texas,4,0,4,333.3333333,0,48345,1,1,0,1,0,0,0,0,1,0,1119,36,28,2,3,12,0.9325,0.03,0.023333333,0.001666667,0.0025,0.01,,0,0,0,0,0,0,0,28938,41009,17.8,88.4,17.4,3.7,989.6,0,100,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,144,50,23,1200,0.158333333,190,0.12,0.003333333,0,1.212611156
173,Nacogdoches,65204,31370,33834,31.5,0.230062573,0.408763266,0.097432673,0.111097479,0.15264401,0.518894546,0.481105454,Texas,866,37,829,1328.139378,4.272517321,48347,5,4/5N,0,1,0,0,0,1,0,0,50609,11885,560,864,39,1247,0.776164039,0.182274094,0.00858843,0.013250721,0.000598123,0.019124594,2,0,0,0,0,0,1,0,37755,45357,21.6,81.2,25.2,4.3,946.6,53.54,46.46,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,10027,101,22,65204,0.179866266,11728,0.153778909,0.013281394,0.00056745,68.88231566
174,Navarro,50113,24600,25513,37.9,0.264063217,0.314828488,0.118252749,0.13022569,0.172629857,0.509109413,0.490890587,Texas,672,11,661,1340.969409,1.636904762,48349,3,3-Feb,0,1,0,0,0,1,0,0,40600,6677,569,401,833,1033,0.810169018,0.13323888,0.011354339,0.008001916,0.016622433,0.020613414,2,0,0,0,0,0,1,0,37922,46259,20,76.8,15.7,3.9,1009.6,47.34,52.66,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,9426,261,152,50113,0.179095245,8975,0.188094906,0.013409694,0.000219504,49.6364897
175,Newton,13595,6972,6623,44.1,0.196101508,0.315336521,0.126296433,0.150570063,0.211695476,0.487164399,0.512835601,Texas,77,0,77,566.3847003,0,48351,5,4/5N,1,0,0,0,1,0,0,0,10431,2683,132,79,2,268,0.767267378,0.197351968,0.009709452,0.00581096,0.000147113,0.01971313,6,0,1,0,0,0,0,0,33350,43367,22.3,86.7,7.5,7.9,933.7,0,100,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,1877,101,22,13595,0.134608312,1830,0.138065465,0.005663847,0,14.56035129
176,Nolan,14714,7342,7372,38,0.260228354,0.319219791,0.114924562,0.119613973,0.186013321,0.501019437,0.498980563,Texas,122,2,120,829.1423134,1.639344262,48353,2,3-Feb,0,1,0,0,0,1,0,0,13312,771,189,118,17,307,0.904716596,0.052399076,0.01284491,0.008019573,0.001155362,0.020864483,3,0,0,0,1,0,0,0,43087,42522,18.2,80.1,12.7,4.1,912,67.34,32.66,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,2645,261,152,14714,0.144352318,2124,0.179760772,0.008291423,0.000135925,16.13377193
177,Nueces,362294,179014,183280,36.1,0.243059504,0.37207903,0.114741067,0.120879728,0.149240672,0.505887484,0.494112516,Texas,10351,137,10214,2857.071881,1.323543619,48355,11,11,1,0,0,0,1,0,0,0,329253,15469,3147,8066,520,5839,0.908800587,0.042697367,0.008686316,0.022263686,0.001435298,0.016116745,1,0,0,0,0,0,0,1,44378,53034,16.2,81.3,20.5,5.4,839.1,93.55,6.45,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,60128,,,362294,0.159831518,57906,0.165964659,0.028570719,0.000378146,431.7649863
178,Ochiltree,9836,4935,4901,32.3,0.310187068,0.346990647,0.110919073,0.115189101,0.116714111,0.498271655,0.501728345,Texas,75,2,73,762.5050834,2.666666667,48357,1,1,0,1,0,0,0,0,1,0,9300,135,176,67,8,150,0.945506303,0.013725092,0.017893453,0.006811712,0.000813339,0.015250102,3,0,0,0,1,0,0,0,57287,49845,10.5,75.9,16.4,3.7,917.7,86.09,13.91,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,939,50,23,9836,0.2599634,2557,0.095465636,0.007625051,0.000203335,10.7180996
179,Oldham,2112,1107,1005,40.2,0.233901515,0.328125,0.138257576,0.150094697,0.149621212,0.475852273,0.524147727,Texas,12,1,11,568.1818182,8.333333333,48359,1,1,1,0,0,0,1,0,0,0,1927,79,27,30,1,48,0.912405303,0.037405303,0.012784091,0.014204545,0.000473485,0.022727273,6,0,1,0,0,0,0,0,49120,56590,13,84.8,25.9,2.5,1500.5,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,347,50,23,2112,0.118844697,251,0.164299242,0.005681818,0.000473485,1.407530823
180,Orange,83396,41354,42042,38.2,0.247637776,0.333733033,0.121720466,0.132284522,0.164624203,0.504124898,0.495875102,Texas,827,8,819,991.654276,0.967351874,48361,5,6/5S,1,0,0,0,1,0,0,0,72898,7367,651,987,86,1407,0.874118663,0.08833757,0.00780613,0.0118351,0.001031225,0.016871313,1,0,0,0,0,0,0,1,44938,56556,13.4,89.2,15.2,6.9,333.8,64.83,35.17,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,12320,186,147,83396,0.129634515,10811,0.147728908,0.009916543,9.59E-05,249.8382265
181,Palo Pinto,29189,14338,14851,41.6,0.229983898,0.3051492,0.116722053,0.146253726,0.201891123,0.508787557,0.491212443,Texas,142,2,140,486.4846346,1.408450704,48363,3,3-Feb,0,1,0,0,0,1,0,0,27273,742,332,289,27,526,0.934358834,0.025420535,0.011374148,0.00990099,0.000925006,0.018020487,2,0,0,0,0,0,1,0,39125,46067,15.9,82.7,15.8,4.1,952.5,49.78,50.22,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,3953,261,152,29189,0.171879818,5017,0.13542773,0.004864846,6.85E-05,30.64461942
182,Panola,23194,11509,11685,40.7,0.232861947,0.3168923,0.112270415,0.140122445,0.197852893,0.503794085,0.496205915,Texas,255,24,231,1099.422264,9.411764706,48365,4,4/5N,0,1,0,0,0,0,1,0,18683,3644,176,206,15,470,0.805510046,0.157109597,0.007588169,0.008881607,0.000646719,0.020263861,1,0,0,0,0,0,0,1,43508,51192,15.7,84.3,14.2,5.5,811.4,27.28,72.72,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,3300,101,22,23194,0.149780116,3474,0.142278175,0.010994223,0.00103475,28.58516145
183,Parker,142878,71181,71697,39.3,0.247287896,0.324185669,0.132637635,0.139594619,0.156294181,0.501805736,0.498194264,Texas,824,2,822,576.7157995,0.242718447,48367,3,3-Feb,1,0,0,1,0,0,0,0,135484,2376,1321,979,104,2614,0.948249556,0.016629572,0.00924565,0.006852,0.000727894,0.018295329,1,0,0,0,0,0,0,1,53289,73718,8.3,89.3,27,3.5,903.7,43.92,56.08,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,11332,261,152,142878,0.120830359,17264,0.07931242,0.005767158,1.40E-05,158.1033529
184,Parmer,9605,4968,4637,35.1,0.282144716,0.335762624,0.11639771,0.123477356,0.142217595,0.482769391,0.517230609,Texas,289,8,281,3008.849558,2.76816609,48369,1,1,0,1,0,0,0,0,1,0,9024,171,160,92,34,124,0.939510672,0.017803227,0.016657991,0.009578345,0.003539823,0.012909943,6,0,1,0,0,0,0,0,44981,50539,13.5,68.6,16,2.5,880.8,39.98,60.02,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,1261,50,23,9605,0.251327434,2414,0.131285789,0.030088496,0.0008329,10.90485922
185,Pecos,15823,8972,6851,35.8,0.245275864,0.389433104,0.121026354,0.108955318,0.13530936,0.432977312,0.567022688,Texas,194,1,193,1226.063326,0.515463918,48371,9,10-Sep,0,1,0,0,0,0,1,0,14470,715,225,203,15,195,0.914491563,0.045187385,0.014219807,0.012829426,0.000947987,0.012323832,4,0,0,0,0,1,0,0,36584,47008,19.5,68.8,9.6,4.5,4763.8,60.22,39.78,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,2108,47,19,15823,0.167161727,2645,0.133223788,0.012260633,6.32E-05,3.32150804
186,Polk,51353,27759,23594,44,0.19874204,0.314158861,0.125718069,0.171849746,0.189531283,0.459447355,0.540552645,Texas,601,1,600,1170.330847,0.166389351,48373,5,4/5N,0,1,0,0,0,0,1,0,43670,5163,1170,436,55,859,0.850388488,0.100539404,0.022783479,0.008490254,0.001071018,0.016727358,1,0,0,0,0,0,0,1,39438,46017,15,80.5,12,6,1057,22.36,77.64,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,7717,101,22,51353,0.157244952,8075,0.150273596,0.011703308,1.95E-05,48.58372753
187,Potter,117415,60341,57074,34.2,0.272656816,0.370957714,0.115836988,0.111067581,0.129480901,0.486087808,0.513912192,Texas,3353,42,3311,2855.682834,1.252609603,48375,1,1,1,0,0,0,1,0,0,0,93252,13047,1621,6850,166,2479,0.794208576,0.111118682,0.013805732,0.058340076,0.001413789,0.021113146,1,0,0,0,0,0,0,1,43945,41912,19.7,76.4,14.6,3.2,908.4,91,9,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,21334,50,23,117415,0.19872248,23333,0.181697398,0.028556828,0.000357706,129.2547336
188,Presidio,6704,3439,3265,39.7,0.268347255,0.288484487,0.101133652,0.103221957,0.238812649,0.487022673,0.512977327,Texas,35,0,35,522.0763723,0,48377,10,10-Sep,0,1,0,0,0,0,1,0,6183,97,117,210,1,96,0.922285203,0.014468974,0.017452267,0.031324582,0.000149165,0.014319809,6,0,1,0,0,0,0,0,42848,37738,22.4,56.8,25,9.4,3855.3,59.53,40.47,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,1468,47,19,6704,0.237171838,1590,0.218973747,0.005220764,0,1.738904884
189,Rains,12514,6250,6264,47.8,0.201774013,0.269538117,0.114431836,0.164695541,0.249560492,0.500559374,0.499440626,Texas,37,1,36,295.6688509,2.702702703,48379,4,4/5N,0,1,0,0,0,0,1,0,11700,339,149,106,7,213,0.934952853,0.02708966,0.011906665,0.008470513,0.000559374,0.017020937,2,0,0,0,0,0,1,0,33602,47572,14.5,81.9,9.5,3.5,229.5,6.77,93.23,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,1486,101,22,12514,0.160700016,2011,0.118747003,0.002956689,7.99E-05,54.52723312
190,Randall,137713,67567,70146,36.3,0.238989783,0.37712489,0.109147285,0.119168125,0.155569917,0.509363677,0.490636323,Texas,1442,17,1425,1047.105212,1.178918169,48381,1,1,1,0,0,0,1,0,0,0,125940,4884,1348,2492,109,2940,0.914510613,0.035465061,0.009788473,0.018095605,0.000791501,0.021348747,1,0,0,0,0,0,0,1,47966,69600,8.5,91.1,30.4,2.8,912.7,85.62,14.38,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,10710,50,23,137713,0.108297692,14914,0.077770436,0.010471052,0.000123445,150.8852854
191,Reagan,3849,2056,1793,34.1,0.289685633,0.374123149,0.11509483,0.110158483,0.110937906,0.465835282,0.534164718,Texas,51,5,46,1325.019486,9.803921569,48383,9,10-Sep,0,1,0,0,0,0,1,0,3540,136,43,24,0,106,0.919719408,0.035333853,0.011171733,0.006235386,0,0.027539621,6,0,1,0,0,0,0,0,48253,65273,10,71.5,11.5,3.8,1175.3,86.69,13.31,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,360,47,19,3849,0.199272538,767,0.093530787,0.013250195,0.001299039,3.274908534
192,Real,3452,1705,1747,52.6,0.164252607,0.247392816,0.111239861,0.17207416,0.305040556,0.50608343,0.49391657,Texas,71,0,71,2056.778679,0,48385,8,8,0,1,0,0,0,0,1,0,3255,37,68,14,12,66,0.942931634,0.010718424,0.019698725,0.00405562,0.003476246,0.019119351,6,0,1,0,0,0,0,0,34687,39506,18.1,80.3,23.2,5.7,699.2,0,100,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,517,128,55,3452,0.15585168,538,0.14976825,0.020567787,0,4.937070938
193,Red River,12023,5840,6183,47.7,0.195708226,0.274640273,0.124095484,0.152374615,0.253181402,0.514264327,0.485735673,Texas,131,12,119,1089.578308,9.160305344,48387,4,4/5N,0,1,0,0,0,0,1,0,9544,1992,204,45,2,236,0.793811861,0.165682442,0.016967479,0.003742826,0.000166348,0.019629044,6,0,1,0,0,0,0,0,40648,42233,18.2,80.4,13.4,5.2,1043.9,24.27,75.73,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.007547681,0.002535406,0.000373177,0.000230491,1900,101,22,12023,0.149879398,1802,0.158030442,0.010895783,0.000998087,11.51738672
194,Reeves,15976,9771,6205,33.6,0.224148723,0.451552328,0.118740611,0.088007011,0.117551327,0.388395093,0.611604907,Texas,106,2,104,663.4952429,1.886792453,48389,9,10-Sep,0,1,0,0,0,1,0,0,14503,887,159,248,15,164,0.907799199,0.055520781,0.009952429,0.015523285,0.000938908,0.010265398,4,0,0,0,0,1,0,0,39418,45341,21.5,61,11.2,3.5,2635.4,85.5,14.5,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,2125,47,19,15976,0.144091137,2302,0.133012018,0.006634952,0.000125188,6.062077863
195,Refugio,6948,3436,3512,44.1,0.220639033,0.287564767,0.116436385,0.142630973,0.232728843,0.5054692,0.4945308,Texas,138,0,138,1986.183074,0,48391,11,11,0,1,0,0,0,0,1,0,6241,435,83,62,0,127,0.898244099,0.062607945,0.011945884,0.008923431,0,0.018278641,4,0,0,0,0,1,0,0,42606,44821,16.3,79.8,10.8,5.8,770.5,39.32,60.68,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,1026,,,6948,0.147236615,1023,0.147668394,0.019861831,0,9.01752109
196,Roberts,854,423,431,41.6,0.231850117,0.303278689,0.091334895,0.147540984,0.225995316,0.504683841,0.495316159,Texas,6,0,6,702.5761124,0,48393,1,1,0,1,0,0,0,0,1,0,819,1,11,2,0,21,0.959016393,0.00117096,0.012880562,0.00234192,0,0.024590164,,0,0,0,0,0,0,0,41971,67470,7.8,93.9,31.5,3.7,924.1,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,29,50,23,854,0.110070258,94,0.033957845,0.007025761,0,0.924142409
197,Robertson,17074,8396,8678,40.6,0.234274335,0.315918941,0.114911561,0.135059154,0.199836008,0.50825817,0.49174183,Texas,195,0,195,1142.087384,0,48395,7,7,1,0,0,0,0,0,0,1,12995,3444,181,145,12,297,0.761098747,0.201710203,0.010600914,0.008492445,0.000702823,0.017394869,3,0,0,0,1,0,0,0,40394,44917,15.8,82.6,17.4,4.7,855.2,26.15,73.85,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.001479179,0.000341349,2.22E-05,0.000116558,2852,87,45,17074,0.150579829,2571,0.167037601,0.011420874,0,19.96492049
198,Rockwall,104915,51816,53099,37.8,0.266320355,0.342524901,0.141485965,0.121993995,0.127674784,0.506114474,0.493885526,Texas,635,17,618,605.2518706,2.677165354,48397,3,3-Feb,1,0,0,1,0,0,0,0,90513,7783,882,3382,121,2234,0.862726969,0.074183863,0.008406806,0.032235619,0.001153315,0.021293428,1,0,0,0,0,0,0,1,61003,102858,5.1,91.9,38,3.3,127.2,83.96,16.04,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,6467,261,152,104915,0.108668922,11401,0.061640376,0.006052519,0.000162036,824.8034591
199,Runnels,10264,5201,5063,41.5,0.231780982,0.303682775,0.11895947,0.135814497,0.209762276,0.493277475,0.506722525,Texas,78,2,76,759.9376461,2.564102564,48399,2,3-Feb,0,1,0,0,0,0,1,0,9535,265,182,146,5,131,0.928975058,0.025818394,0.017731878,0.014224474,0.00048714,0.012763055,6,0,1,0,0,0,0,0,39816,42205,16.9,78.8,18.1,3.8,1051.1,59.24,40.76,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,1496,261,152,10264,0.164555729,1689,0.145752143,0.007599376,0.000194856,9.765008087
200,Rusk,54406,29236,25170,39.3,0.221005036,0.355843106,0.124912693,0.129195309,0.169043855,0.462632798,0.537367202,Texas,294,3,291,540.3815756,1.020408163,48401,4,4/5N,1,0,0,0,0,0,0,1,42905,9521,577,386,48,969,0.788607874,0.174999081,0.010605448,0.007094806,0.000882256,0.017810536,1,0,0,0,0,0,0,1,36485,49788,16.4,79.3,14.7,5.1,924,34.13,65.87,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,7502,101,22,54406,0.148623314,8086,0.137889203,0.005403816,5.51E-05,58.88095238
201,Sabine,10542,5160,5382,53.4,0.180800607,0.234870044,0.1062417,0.168184405,0.309903244,0.510529311,0.489470689,Texas,36,1,35,341.4911781,2.777777778,48403,5,4/5N,0,1,0,0,0,0,1,0,9474,729,109,41,6,183,0.89869095,0.069151964,0.010339594,0.003889205,0.000569152,0.017359135,5,0,0,1,0,0,0,0,34631,40641,17.6,85.4,12.9,8.6,491.7,0,100,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,1527,101,22,10542,0.146746348,1547,0.144849175,0.003414912,9.49E-05,21.43990238
202,San Augustine,8237,4061,4176,50,0.194609688,0.254461576,0.113633604,0.166929707,0.270365424,0.506980697,0.493019303,Texas,147,12,135,1784.630327,8.163265306,48405,5,4/5N,0,1,0,0,0,0,1,0,6232,1754,74,29,1,147,0.756586136,0.212941605,0.008983853,0.003520699,0.000121403,0.017846303,6,0,1,0,0,0,0,0,39879,38826,22.2,80.5,11.5,7.5,530.7,0,100,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,1630,101,22,8237,0.139128323,1146,0.19788758,0.017846303,0.001456841,15.52100999
